,top_cm,bottom_cm,grain max_mm,grain min_mm,grain avg_mm,type,HH,wetness,comments,hs_cm,swe_mm,density_kgm3,date,hs,profile_id,avg_force_ram,avg_force_scope,avg_force_smp
99,46.5,40.0,0.5,0.1,0.3,RGwp,4F,D,"Some corners, edges",7.2,9.5,131.94444444444443,,47.0,JPLMet_20241216,1.9620000000000002,0.13045495652173913,
100,40.0,22.0,2.0,0.5,1.0,DHpr,F,D,Well on it's way to DHcp/la,18.0,37.0,205.55555555555557,,47.0,JPLMet_20241216,7.128600000000001,0.12169242519685036,
101,22.0,0.0,4.0,1.0,2.0,DHla,F,D,"Clear cups, striations",20.0,42.5,212.5,,47.0,JPLMet_20241216,23.1148125,0.4209646002820737,
110,125.0,113.0,1.5,0.5,1.0,DF,F,D,"DFdc
DFbk",10.799999999999995,17.0,157.40740740740745,20250318.0,125.0,DHMet_20250318,4.905000000000001,,
111,113.0,108.0,1.0,0.3,0.5,MFcr,K,D,"MFcr
MFpc",3.4000000000000057,11.0,323.52941176470534,,125.0,DHMet_20250318,109.47959999999998,,
112,108.0,105.0,1.0,0.3,0.5,FC,4F,D,FCso,2.3999999999999915,7.0,291.6666666666677,,125.0,DHMet_20250318,210.915,,
113,105.0,103.0,1.5,0.5,1.0,MFcr,K,D,"MFcr
MFpc",2.200000000000003,7.5,340.9090909090905,,125.0,DHMet_20250318,161.86499999999998,,
114,103.0,77.0,1.0,0.3,0.5,RG,1F,D,RGlr,25.60000000000001,80.5,314.4531249999999,,125.0,DHMet_20250318,100.75687500000001,,
115,77.0,49.0,0.8,0.3,0.5,RG,P,D,RGlr,29.599999999999994,95.0,320.945945945946,,125.0,DHMet_20250318,106.08264705882354,,
116,49.0,36.0,1.5,0.5,1.0,FCxr,1F,D,,13.4,45.5,339.5522388059702,,125.0,DHMet_20250318,91.015,,
117,36.0,14.0,2.0,0.5,1.0,FCxr,4F,D,DHxr,21.8,70.0,321.10091743119267,,125.0,DHMet_20250318,97.119,,
118,14.0,0.0,3.0,0.5,1.5,DHxr,1F,D,,10.8,29.0,268.5185185185185,,125.0,DHMet_20250318,113.428125,,
122,106.0,105.5,1.0,0.3,0.5,DF,F,D,DFbk PPsd (0.5mm),,,,20241231.0,106.0,FST_20241231,,0.061032333333333334,0.10364452053995088
123,105.5,91.0,1.5,0.5,1.0,DF,F,D,DFbk Still mostly intact,11.0,9.0,81.81818181818181,,106.0,FST_20241231,2.69775,0.089939908496732,0.14309543792410465
124,91.0,79.0,1.0,0.3,0.5,DF,4F,D,DFdc Some PPgp,11.0,15.0,136.36363636363637,,106.0,FST_20241231,9.919,0.19262471372549017,0.2388842733435731
125,79.0,65.0,0.5,0.1,0.3,RG,1F,D,RGlr Necks,16.0,24.0,150.0,,106.0,FST_20241231,21.037,0.3988184444444445,0.2759302977015954
126,65.0,57.0,0.8,0.3,0.5,RG,P,D,RGlr,10.4,23.0,221.15384615384616,,106.0,FST_20241231,43.16400000000001,0.8132396023391814,0.22681671325764716
127,57.0,33.0,1.0,0.3,0.5,FCxr,1F,D,,20.8,52.0,250.0,,106.0,FST_20241231,34.6075,0.4580738619329388,0.2331868745528932
128,33.0,11.0,2.0,0.5,1.0,FCxr,1F,D,,18.4,48.5,263.5869565217391,,106.0,FST_20241231,28.867968750000003,0.4970428430107527,0.2618027368950375
129,11.0,0.0,1.5,0.5,1.0,MFcl,K,D,Clumps DHxr Some MFpc,14.0,36.0,257.1428571428572,,106.0,FST_20241231,30.901500000000006,0.6936463722943723,8.11782322424647
134,46.0,45.5,4.0,1.0,2.0,PPsd,F,D,,,,,20241129.0,46.0,JPLMet_20241129,,0.029084999999999993,
135,45.5,36.0,0.5,0.1,0.3,FC,F,D,Few DFdc FCso,10.0,11.0,110.0,,46.0,JPLMet_20241129,,0.06149735757575757,
136,36.0,18.0,0.5,0.1,0.3,FC,4F,D,FCso,18.0,25.0,138.88888888888889,,46.0,JPLMet_20241129,4.700625,0.17818559370078738,
137,18.0,10.0,2.0,1.0,0.5,FC,1F,D,FCso Early cups/striations,8.0,19.0,237.5,,46.0,JPLMet_20241129,16.677,0.400561074122807,
138,10.0,0.0,3.0,2.0,1.0,DHcp,4F,D,,10.0,11.5,115.0,,46.0,JPLMet_20241129,6.867,0.5001036186164386,
146,143.0,138.0,1.0,0.3,0.5,FCsf,F,D,"SHcp
RR",4.799999999999983,8.5,177.08333333333397,20250313.0,143.0,AM_20250313,0.981,0.13588432857142854,
147,138.0,127.0,0.8,0.1,0.3,FCxr,4F,D,Potential buried SH,12.000000000000014,26.5,220.83333333333303,,143.0,AM_20250313,19.86525,0.7210238051948051,
148,127.0,106.0,0.8,0.1,0.3,RG,1F,D,"RGlr
Necks Bonds",19.39999999999999,54.5,280.92783505154654,,143.0,AM_20250313,99.00553846153845,2.3717927142857143,
149,106.0,84.0,1.0,0.3,0.5,RGxf,P,D,,23.0,71.5,310.8695652173913,,143.0,AM_20250313,318.82499999999993,6.0228976741935485,
150,84.0,48.0,1.5,0.5,1.0,FCxr,1F,D,,34.60000000000001,109.5,316.47398843930625,,143.0,AM_20250313,90.59386363636361,1.933239932806324,
151,48.0,19.0,2.5,0.5,1.0,FCxr,1F,D,,29.0,80.5,277.58620689655174,,143.0,AM_20250313,,0.7905320738916255,
152,19.0,0.0,4.0,1.0,2.0,DHxr,1F,D,Chains,15.8,43.5,275.3164556962025,,143.0,AM_20250313,139.4859375,1.163357304511278,
158,37.0,0.0,6.0,1.0,2.0,MFcl,F,M,MFpc,34.0,128.0,376.4705882352941,20250415.0,37.0,FEFHQ_20250415,,0.7945649503085763,
170,41.0,39.0,3.0,1.0,1.5,PPsd,F,D,PPpl some but,8.5,7.0,82.3529411764706,20241129.0,41.0,TPO_20241129,,0.015696666666666668,
171,39.0,31.0,2.0,0.5,1.0,DF,F,D,DFbk and DFxr rounded tip,,,,,41.0,TPO_20241129,,0.06216787134502924,
172,31.0,22.0,1.0,0.5,0.8,RG,F,D,some evidence of faceting - diurnal,8.5,7.0,82.3529411764706,,41.0,TPO_20241129,,0.21383813756613756,
173,22.0,16.0,1.0,0.4,0.4,RG,F,D,more facets than above layer but still dominant RGsr,10.0,19.0,190.0,,41.0,TPO_20241129,,0.19332023255813954,
174,16.0,15.0,2.0,0.4,1.2,FC,F,D,Slightly better bonded than layers above and below - but not crust some prisms/plates - no cups,,,,,41.0,TPO_20241129,,0.16546133333333332,
175,15.0,9.0,1.5,0.3,1.0,FC,F,D,Lots of FCso too,4.0,10.5,262.5,,41.0,TPO_20241129,,0.7171980930232559,
176,9.0,0.0,2.0,0.4,1.2,FC,F,D,Like layer above but bigger,7.0,14.0,200.0,,41.0,TPO_20241129,,9.386011996031746,
182,204.0,203.0,3.0,1.0,2.0,PPgp,F,D,some needles w/ rime,1.0,2.0,199.2,20250205.0,204.0,BOG_20250205,,0.6227157857142858,0.1677462702510942
183,203.0,202.5,0.3,0.1,0.2,MFcr,4F,D,rain event previous night,0.5,1.0,294.88248715,,204.0,BOG_20250205,,1.1746184999999998,0.7232803856266663
184,202.5,178.0,2.0,0.5,1.0,DF,F,D,previous stellars,24.5,47.4,193.3,,204.0,BOG_20250205,9.897200000000002,0.26423142732558136,0.17527188704237306
185,178.0,168.0,1.0,0.3,0.5,DF,4F,D,previous stellars,10.0,20.6,205.8,,204.0,BOG_20250205,15.859500000000002,0.37021830281690143,0.20498317194694637
186,168.0,156.0,1.5,0.5,1.0,DF,4F,D,,12.0,27.5,229.4,,204.0,BOG_20250205,18.312,0.35885350000000005,0.21334526862716213
187,156.0,146.0,1.0,0.5,0.7,DF,4F,D,more rounded,10.0,25.5,255.0,,204.0,BOG_20250205,39.09985714285715,0.9416595492957747,0.3730822260535326
188,146.0,135.0,0.3,0.1,0.2,RG,4F,D,"some DF, but fewer than previous, top of layer, 3mm graupel",11.0,27.1,246.1,,204.0,BOG_20250205,45.54642857142858,1.3060100324675323,0.4097849371045738
189,135.0,133.0,1.5,0.7,1.0,FCxr,F,D,"previous MFcr, some MF remain, old snow surface @ 135",2.0,4.2,210.3,,204.0,BOG_20250205,44.145,1.1528924666666667,0.3121492652659449
190,133.0,113.5,1.0,0.4,0.7,FCxr,4F,D,,19.5,48.2,246.9,,204.0,BOG_20250205,,0.6198251801470588,0.26550932480979844
191,113.5,112.5,,,,IF,K,D,"3mm thick, FCxr on top",1.0,2.6,363.24713793333336,,204.0,BOG_20250205,,1.2749914285714286,3.136749827510564
192,112.5,102.0,1.0,0.3,0.6,RGlr,1F,D,dicontinuous IF @ 98c. few faceted edges,10.5,28.2,268.9,,204.0,BOG_20250205,55.589999999999996,2.490158878378378,0.5937934181917693
193,102.0,85.0,0.8,0.3,0.5,RG,,D,,17.0,48.6,285.8,,204.0,BOG_20250205,96.46499999999999,2.10732987394958,0.6332543149329154
194,85.0,74.0,1.0,0.4,0.7,RGxf,1F,D,,11.0,35.4,321.6,,204.0,BOG_20250205,187.003125,3.639110883116883,1.0966925776846197
195,74.0,59.0,1.0,0.5,0.7,IF,P,D,"multiple IF w/ FC between, some MF",15.0,49.9,323.29789239,,204.0,BOG_20250205,254.78749999999997,5.947895690476191,1.5243168146415775
196,69.0,40.0,0.5,0.2,0.4,RGxf,P,D,very well bonded,,,357.6,,204.0,BOG_20250205,323.2840909090909,7.563385389162561,4.798177140325935
197,40.0,0.0,2.5,1.0,1.5,FC,P,D,Some MF,,,,,204.0,BOG_20250205,136.32785714285714,6.167932384341637,
198,49.0,44.0,3.0,0.8,1.0,MFpc,1F,M,MFcl,4.0,13.5,337.5,20250416.0,49.0,LFMet_20250416,9.81,3.000883457142857,
199,44.0,37.0,3.0,0.8,1.0,MFpc,P,M,MFcl,8.2,26.5,323.1707317073171,,49.0,LFMet_20250416,68.67,2.1061214489795916,
200,37.0,0.0,6.0,1.0,2.0,MFcl,F,M,,33.2,106.0,319.2771084337349,,49.0,LFMet_20250416,,0.4649289922779923,
210,111.5,95.0,1.0,0.3,0.5,RGwp,K,D,,19.4,71.0,365.9793814,20250213.0,111.5,CLPX_FAD16_20250213,657.27,6.902274537931035,
211,95.0,91.5,1.5,0.5,1.0,RGxf,1F,D,,2.0,5.5,275.0,,111.5,CLPX_FAD16_20250213,618.0300000000001,3.3825808833333335,
212,91.5,88.0,1.5,0.5,1.0,RGxf,K,D,,4.0,16.5,412.5,,111.5,CLPX_FAD16_20250213,519.9300000000001,2.1101813833333334,
213,88.0,58.0,2.0,0.5,1.0,FCxr,P,D,,29.0,98.5,339.6551724,,111.5,CLPX_FAD16_20250213,173.22824999999997,8.425591706161137,
214,58.0,35.0,2.0,0.5,1.0,FCxr,K,D,,23.2,93.5,403.0172414,,111.5,CLPX_FAD16_20250213,428.46617647058827,7.9670457838509305,
215,35.0,0.0,3.0,0.5,1.0,DHxr,P,D,DHch,28.4,87.0,306.3380282,,111.5,CLPX_FAD16_20250213,364.19625,2.970457404676856,
222,209.0,206.0,0.7,0.3,0.5,MFcl,F,W,,3.0,12.7,424.9,20250326.0,209.0,BOG_20250326,,,
223,206.0,203.0,1.0,0.1,0.5,MFpc,F,W,,3.0,12.3,410.0,,209.0,BOG_20250326,9.81,,
224,203.0,195.0,0.5,0.2,0.4,MFcl,F,VW,,8.0,32.9,411.4,,209.0,BOG_20250326,38.259,,
225,195.0,186.0,1.0,0.2,0.4,MFcl,F,VW,,,,,,209.0,BOG_20250326,39.24,,
226,186.0,185.0,1.0,0.2,0.5,MFcl,4F,W,,,,,,209.0,BOG_20250326,,,
227,185.0,178.0,0.3,0.2,0.1,RG,F,W,,,,,,209.0,BOG_20250326,76.0275,,
228,178.0,172.0,2.0,1.0,0.5,MFpc,1F,M,,,,,,209.0,BOG_20250326,86.655,,
229,172.0,170.5,1.0,0.3,0.5,MFcr,F,W,,,,397.066705,,209.0,BOG_20250326,149.60250000000002,,
230,170.5,167.0,0.7,0.3,0.5,MFcl,I,D,,,,,,209.0,BOG_20250326,112.815,,
231,167.0,166.0,,,,IFil,4F,W,14mm thick,,,402.5589643,,209.0,BOG_20250326,341.715,,
232,166.0,149.0,0.4,0.2,0.3,RGsr,1F,W,,,,,,209.0,BOG_20250326,313.47409090909093,,
233,149.0,140.5,0.1,0.2,0.3,RGsr,P,D,"discontinuous, MFcl",,,,,209.0,BOG_20250326,259.96500000000003,,
234,140.5,140.0,1.0,0.3,0.5,IFil,P,D,"discontinuous, MFcl",,,0.0,,209.0,BOG_20250326,,,
235,140.0,130.5,0.4,0.2,0.3,RGsr,4F,W,,,,,,209.0,BOG_20250326,523.4335714285714,,
236,130.5,130.0,,,,IFil,I,M,,,,0.0,,209.0,BOG_20250326,678.525,,
237,130.0,108.0,0.4,0.2,0.3,RGsr,1F,W,,,,,,209.0,BOG_20250326,540.749,,
238,108.0,107.5,,,,IFil,I,D,,,,0.0,,209.0,BOG_20250326,519.93,,
239,107.5,105.5,0.5,0.2,0.3,MFcl,1F,M,,,,,,209.0,BOG_20250326,421.83,,
240,105.5,105.0,1.5,0.5,1.0,MFcl,P,M,,,,,,209.0,BOG_20250326,,,
241,105.0,101.0,0.3,0.1,0.2,MFcl,1F,W,close to RG,,,,,209.0,BOG_20250326,552.63,,
242,101.0,100.0,,,,IFil,I,D,,,,0.0,,209.0,BOG_20250326,552.63,,
243,100.0,85.0,1.0,0.3,0.5,RG,4F,W,some MFcl,,,,,209.0,BOG_20250326,239.93625,,
244,85.0,84.5,1.0,0.2,0.5,MFcl,1F,M,,,,,,209.0,BOG_20250326,,,
245,84.5,69.0,0.7,0.3,0.5,MFcl,4F,M,,,,,,209.0,BOG_20250326,238.34666666666666,,
246,69.0,68.0,1.5,0.5,1.0,MFcl,1F,M,,,,,,209.0,BOG_20250326,,,
247,68.0,63.5,0.8,0.3,0.5,RG,1F,M,close to MFcle,,,,,209.0,BOG_20250326,291.03000000000003,,
248,63.5,63.0,0.5,0.3,0.4,MFpc,P,M,,,,,,209.0,BOG_20250326,,,
249,63.0,51.0,0.4,0.2,0.3,RGsr,1F,M,,,,,,209.0,BOG_20250326,356.43,,
250,51.0,50.5,1.5,0.5,1.0,MFpc,K,D,,,,,,209.0,BOG_20250326,,,
251,50.5,23.0,0.6,0.4,0.5,RG,P,M,,,,,,209.0,BOG_20250326,421.83,,
252,23.0,0.0,2.0,1.0,1.5,RGlr,4F,M,previous facets,,,,,209.0,BOG_20250326,165.95250000000001,,
253,70.0,69.5,0.8,0.3,0.5,PP,F,D,"PPir, PPnd (clear needles) secondary, PPgp",,,,20250114.0,70.0,JPLMet_20250114,,0.028300166666666664,
254,69.5,62.0,1.0,0.3,0.5,DF,F,D,"DFbk, PPnd secondary",7.8,6.5,83.33333333333333,,70.0,JPLMet_20250114,,0.05932061538461538,
255,62.0,53.0,1.0,0.3,0.5,RGxf,F,D,,7.8,14.5,185.8974358974359,,70.0,JPLMet_20250114,4.223750000000001,0.10943698412698412,
256,53.0,41.0,1.5,0.5,1.0,RGxf,4F,D,,16.2,36.5,225.30864197530863,,70.0,JPLMet_20250114,18.857000000000003,0.3948846823529412,
257,41.0,5.0,2.5,1.0,1.5,DHcp,F,D,DHch secondary,30.0,65.0,216.66666666666663,,70.0,JPLMet_20250114,16.268250000000002,0.4363381370223978,
258,5.0,0.0,4.0,1.0,2.0,DH,1F,D,DHch,5.8,14.5,250.0,,70.0,JPLMet_20250114,91.7235,1.663598641301908,
265,160.0,156.0,1.0,0.5,0.7,RGxf,F,D,,3.6,6.5,180.55555555555551,20250110.0,160.0,BOG_20250110,,0.3655731379310344,0.1485494199073189
266,156.0,137.0,0.7,0.3,0.5,RGxf,F,D,More faceted edges than layer above,20.8,45.0,216.34615384615384,,160.0,BOG_20250110,19.821230769230773,0.6490901428571428,0.39175019335453365
267,137.0,135.0,0.5,0.1,0.3,MFcr,P,D,"faceted on top, ice lens in other places, secondary hardness K",1.6,4.5,365.8809513,,160.0,BOG_20250110,55.589999999999996,3.8020281333333332,1.7953734325816313
268,135.0,115.0,1.5,0.7,0.1,RGxf,4F,D,,17.0,39.0,229.41176470588235,,160.0,BOG_20250110,40.018571428571434,1.9590353510638296,1.074984315025356
269,115.0,98.5,0.8,0.2,0.5,RGxf,1F,D,,16.5,56.2,340.7,,160.0,BOG_20250110,84.2025,2.8380679741379313,1.4900885736896263
270,98.5,98.0,,,,IF,I,D,,0.5,1.8,381.37655565,,160.0,BOG_20250110,,7.554898,2.8710545209675717
271,98.0,84.0,0.3,0.1,0.2,RG,1F,D,MFcr on top/bottom,14.0,50.9,363.7,,160.0,BOG_20250110,251.79000000000008,8.309855904040404,1.945259566487413
272,84.0,79.0,1.5,0.5,1.0,MFcr,P,D,"Well bonded, some sharp edges",5.0,18.8,380.75263186,,160.0,BOG_20250110,319.52571428571434,9.428628885714286,3.664862108427723
273,79.0,46.0,0.6,0.2,0.4,RG,P,D,P @ bottom,33.0,109.0,330.3,,160.0,BOG_20250110,349.74782608695654,7.018189515151515,2.491323885576768
274,46.0,25.0,2.0,0.6,1.0,FCxr,1F,M,"Secondary MFcl, heavily rounded",21.0,64.1,305.4,,160.0,BOG_20250110,117.30476190476192,3.513867482993197,0.8074582648642545
275,25.0,24.0,1.5,0.5,1.0,MFcr,P,M,Some rounding faceted edges,,,142.088837,,160.0,BOG_20250110,220.725,4.971318999999999,0.9222848363936227
276,24.0,0.0,2.0,1.0,1.5,DHxr,1F,M,"Well bonded, some MFcl",,,301.9,,160.0,BOG_20250110,157.50500000000005,2.3974431952662725,1.394217104108484
277,65.0,55.0,2.0,0.5,1.5,MFcl,F,W,,,,,20250408.0,65.0,JPLMet_20250408_TS_1321,9.81,4.487189323943662,0.5197934796247521
278,55.0,35.0,2.0,0.5,1.0,MFpc,1F,M,MFcl,,,,,65.0,JPLMet_20250408_TS_1321,280.675,8.760413787234041,3.0198869444225
279,35.0,24.0,2.5,1.0,1.5,MFcl,4F,M,,,,,,65.0,JPLMet_20250408_TS_1321,125.07749999999999,1.643946794805195,0.3322473196667891
280,24.0,0.0,4.0,1.0,2.0,MFcl,F,M,,,,,,65.0,JPLMet_20250408_TS_1321,,1.193160454973739,0.23762979844227258
289,20.0,12.5,0.5,0.1,0.2,FCsf,F,D,Diurnal nsfg cups,9.2,10.5,114.0,20241201.0,20.0,BMO_20241201,,0.02608771794871795,
290,12.5,11.0,2.0,0.5,1.0,MFcr,F,D,MFcr crust made up of DHcp,1.6000000000000014,4.5,281.0,,20.0,BMO_20241201,,0.06888066666666666,
291,11.0,8.0,1.5,0.5,1.0,FC,F,D,FCso,2.999999999999999,6.0,200.0,,20.0,BMO_20241201,,1.0810210793650794,
292,8.0,0.0,2.5,1.0,1.5,MFcr,P,D,"Variable hardness
Old facets",6.2,14.0,226.0,,20.0,BMO_20241201,,2.7565353435127675,
301,52.0,51.5,1.5,0.5,1.0,SH,F,D,"SHcp, FCsf starting",,,,20241206.0,52.0,AM_20241206,,0.056674199999999994,
302,51.5,37.0,1.0,0.3,0.5,FC,F,D,FCso,15.0,31.0,206.66666666666663,,52.0,AM_20241206,2.5179,0.1304919843137255,
303,37.0,27.5,1.0,0.3,0.5,RGxf,1F,D,,9.5,16.5,173.68421052631578,,52.0,AM_20241206,7.3248000000000015,0.4412139939393939,
304,27.5,11.0,2.0,1.0,1.5,FC,1F,D,FCso,16.5,38.5,233.33333333333331,,52.0,AM_20241206,4.68077142857143,0.2749769448275862,
305,11.0,0.0,4.0,1.0,2.0,DHcp,1F,D,,11.0,26.0,236.3636363636364,,52.0,AM_20241206,10.954500000000003,0.537234485064935,
313,74.0,70.0,0.5,0.1,0.3,PP,F,D,PPir PPnd PPco,5.2,5.5,105.76923076923076,20250120.0,74.0,FEFHQ_20250120,0.981,0.07612724137931035,
314,70.0,56.0,1.0,0.3,0.5,FC,F,D,FCso,10.4,18.0,173.07692307692307,,74.0,FEFHQ_20250120,3.643714285714286,0.09209382626262627,
315,56.0,49.0,1.5,0.5,1.0,RGxf,4F,D,,8.8,20.0,227.27272727272725,,74.0,FEFHQ_20250120,7.11225,0.15694028571428573,
316,49.0,34.0,1.5,0.5,1.0,FC,1F,D,FCso,13.6,33.0,242.64705882352945,,74.0,FEFHQ_20250120,19.62,0.4046500419047619,
317,34.0,13.0,2.0,0.5,1.0,DHcp,4F,D,,22.6,47.5,210.1769911504425,,74.0,FEFHQ_20250120,13.874142857142857,0.4226296408163265,
318,13.0,0.0,4.0,1.0,2.0,DHla,4F,D,,12.8,28.5,222.65625,,74.0,FEFHQ_20250120,19.619999999999997,0.48775134065934067,
325,52.0,44.0,2.0,0.8,1.0,MFcr,K,D,MFcr MFpc,9.2,32.5,353.26086956521743,20250415.0,52.0,SLMet_20250415,268.8666666666667,5.650284877192982,
326,44.0,29.0,1.5,0.5,1.0,MFcl,1F,M,,15.0,43.5,290.0,,52.0,SLMet_20250415,63.765,0.8938921904761904,
327,29.0,0.0,2.5,1.0,1.5,MFcl,F,W,,28.2,79.5,281.9148936170213,,52.0,SLMet_20250415,,0.38875517241379304,
337,124.0,123.0,2.0,1.0,0.5,MFcr,4F,M,in melting stage of cycle,2.0,5.0,250.0,20241128.0,124.0,FCO_20240311,,,
338,123.0,83.0,0.5,0.3,0.4,RG,4F,D,"recent storm, rounded grains",20.5,37.0,180.4878048780488,,124.0,FCO_20240311,,,
339,83.0,78.0,0.5,0.3,0.4,RG,4F,D,,14.8,31.0,209.45945945945945,,124.0,FCO_20240311,57.38849999999999,,
340,78.0,77.0,3.0,1.0,2.0,MFcr,P,D,decomposing,6.2,17.0,274.1935483870968,,124.0,FCO_20240311,,,
341,77.0,57.0,0.5,0.3,0.4,RG,1F,D,,3.4,10.0,294.11764705882354,,124.0,FCO_20240311,104.9056875,,
342,57.0,56.0,2.0,2.0,2.0,MFcr,1F,D,,17.2,48.0,279.06976744186045,,124.0,FCO_20240311,155.4885,,
343,56.0,45.0,0.5,0.3,0.4,RG,1F,D,,1.8,7.0,388.88888888888886,,124.0,FCO_20240311,143.226,,
344,45.0,41.0,3.0,2.0,2.5,MFcr,P,D,w/ FCxr,22.0,75.0,340.90909090909093,,124.0,FCO_20240311,251.8367142857143,,
345,41.0,24.0,2.0,1.0,1.5,RG,1F,D,,23.8,73.0,306.7226890756302,,124.0,FCO_20240311,226.611,,
346,24.0,0.0,5.0,2.0,3.0,FC,F,M,"moist, Facets",5.0,28.0,560.0,,124.0,FCO_20240311,54.936,,
349,95.0,91.0,0.8,0.1,0.3,MFcr,P,D,,3.0,9.0,300.0,20250205.0,95.0,AM_20250205,46.761,0.6802508689655173,
350,91.0,75.0,0.8,0.1,0.3,RG,F,D,RGlr,14.799999999999995,33.0,222.97297297297305,,95.0,AM_20250205,,0.3857791256637168,
351,75.0,52.0,1.0,0.3,0.5,FCxr,1F,D,,23.200000000000003,66.0,284.4827586206896,,95.0,AM_20250205,44.23418181818182,1.185912357763975,
352,52.0,29.0,2.0,0.5,1.0,DHxr,F,D,,24.2,64.0,264.4628099173554,,95.0,AM_20250205,,0.5277472819875777,
353,29.0,0.0,4.0,0.5,2.0,DHxr,F,D,DHch,24.6,60.5,245.93495934959347,,95.0,AM_20250205,57.101844155844155,0.9597913574771042,
361,133.0,104.0,0.8,0.1,0.5,FCsf,F,D,,28.39999999999999,47.5,167.2535211267606,20250121.0,133.0,CLPX_FASP8_20250121,8.393,0.21987959802955662,
362,104.0,80.0,1.0,0.3,0.5,RG,1F,D,RGlr Necks and bonds,24.6,64.0,260.1626016260162,,133.0,CLPX_FASP8_20250121,38.095499999999994,0.8077831384615383,
363,80.0,61.0,2.0,0.5,1.0,FC,F,D,FCso,17.0,42.5,250.0,,133.0,CLPX_FASP8_20250121,15.696000000000002,0.49872496240601505,
364,61.0,45.0,3.0,1.0,1.5,DHcp,4F,D,,15.6,45.0,288.46153846153845,,133.0,CLPX_FASP8_20250121,32.373,1.2478276389380532,
365,45.0,14.0,2.0,0.5,1.0,RGxf,P,D,,27.0,97.8,362.22222222222223,,133.0,CLPX_FASP8_20250121,367.875,2.2548847315850544,
366,14.0,0.0,4.0,1.0,1.5,DHxr,4F,D,,15.0,44.5,296.6666666666667,,133.0,CLPX_FASP8_20250121,,4.156607983445567,
373,42.0,41.0,2.0,0.5,1.0,PPgp,F,D,,,,,20241217.0,42.0,SLMet_20241217,,0.06455419047619047,
374,41.0,37.0,1.0,0.3,0.5,DF,F,D,DFdc starting to round,5.8,7.5,129.31034482758622,,42.0,SLMet_20241217,,0.09479767816091954,
375,37.0,19.0,1.0,0.3,0.5,FC,4F,D,FCso,19.0,40.0,210.52631578947367,,42.0,SLMet_20241217,7.937181818181819,0.18808663517060373,
376,19.0,5.0,4.0,1.0,2.0,DHla,F,D,,11.6,24.5,211.20689655172416,,42.0,SLMet_20241217,24.647625000000005,0.2175000269360269,
377,5.0,0.0,4.0,1.0,2.0,IFbi,P,D,"Crust or ice lens, grains are DHla when broken apart",4.6,11.5,250.00000000000003,,42.0,SLMet_20241217,124.58699999999999,2.656175383838384,
385,132.0,128.5,0.8,0.3,0.5,MFcl,1F,M,Bonded clumps,5.799999999999997,18.5,319.0,20250228.0,132.0,DHMet_DHSMET_20250228,0.981,,
386,128.5,127.0,1.0,0.3,0.5,MFcr,P,D,MFcr,1.7999999999999972,4.5,250.0000000000004,,132.0,DHMet_DHSMET_20250228,19.293000000000003,,
387,127.0,95.0,0.3,0.1,0.2,RG,P,D,RGsr,30.80000000000001,70.5,229.0,,132.0,DHMet_DHSMET_20250228,35.851090909090914,,
388,95.0,86.0,0.3,0.1,0.2,RG,P,D,RGsr,8.199999999999989,24.5,299.0,,132.0,DHMet_DHSMET_20250228,277.95,,
389,86.0,71.0,1.5,0.5,1.0,FCxr,1F,D,Small chains,16.400000000000006,42.5,259.0,,132.0,DHMet_DHSMET_20250228,186.20833333333337,,
390,71.0,60.0,1.5,0.5,1.0,RG,1F,D,RGlr May have been facets but really rounded,8.600000000000001,32.5,378.0,,132.0,DHMet_DHSMET_20250228,59.405,,
391,60.0,45.0,1.5,0.5,1.0,RG,1F,D,RGlr,12.6,37.5,298.0,,132.0,DHMet_DHSMET_20250228,135.70499999999998,,
392,45.0,43.0,2.0,0.5,1.0,MFpc,P,D,,1.5999999999999943,5.5,344.0,,132.0,DHMet_DHSMET_20250228,57.22500000000001,,
393,43.0,31.0,2.0,1.0,1.5,FCxr,1F,D,,15.200000000000005,40.5,266.0,,132.0,DHMet_DHSMET_20250228,,,
394,31.0,26.0,2.5,1.0,1.5,FCxr,P,D,,3.6000000000000014,10.0,278.0,,132.0,DHMet_DHSMET_20250228,,,
395,26.0,12.0,3.0,1.0,2.0,FCxr,4F,M,,12.4,35.5,286.0,,132.0,DHMet_DHSMET_20250228,,,
396,12.0,0.0,3.0,1.0,2.0,DHxr,P,M,DHcp sparse,9.0,22.5,250.0,,132.0,DHMet_DHSMET_20250228,26.276785714285715,,
397,60.0,59.5,2.0,0.5,1.0,PPsd,F,D,Some PPgp,,,,20250107.0,60.0,SLMet_20250107,,0.043849099999999995,
398,59.5,46.0,1.0,0.5,0.8,DF,F,D,DFdc FCsf,13.0,17.5,134.6153846153846,,60.0,SLMet_20250107,3.7605000000000004,0.211743514893617,
399,46.0,33.0,1.0,0.3,0.5,RGxf,1F,D,,12.4,27.5,221.7741935483871,,60.0,SLMet_20250107,13.243500000000001,0.36420934065934063,
400,33.0,16.0,2.0,0.5,1.0,DHpr,F,D,Early cups,17.4,39.5,227.0114942528736,,60.0,SLMet_20250107,44.47200000000001,0.284387287394958,
401,16.0,6.0,3.0,1.0,1.5,DHla,4F,D,DHch,9.0,19.5,216.66666666666663,,60.0,SLMet_20250107,54.69075000000001,0.40169057464788727,
402,6.0,0.0,2.0,0.5,1.0,MFcl,P,D,Some signs of rounding,4.6,9.5,206.5217391304348,,60.0,SLMet_20250107,,3.3250951073320407,
