,top_cm,bottom_cm,grain max_mm,grain min_mm,grain avg_mm,type,HH,wetness,comments,hs_cm,swe_mm,density_kgm3,date,hs,profile_id,avg_force_ram,avg_force_scope,avg_force_smp
689,70.0,69.5,2.0,0.5,1.0,SHxr,F,D,,,,,20241205.0,70.0,FST_20241205,,0.06371,
690,69.5,53.0,0.5,0.1,0.3,RGxf,F,D,,17.0,21.0,123.52941176470588,,70.0,FST_20241205,3.924000000000001,0.11433604827586208,
691,53.0,40.0,0.5,0.1,0.3,RG,1F,D,RGla ,13.0,27.5,211.53846153846155,,70.0,FST_20241205,14.96025,0.3915124087912088,
692,40.0,37.0,0.5,0.1,0.3,RGxf,1F,D,,3.0,8.5,283.3333333333333,,70.0,FST_20241205,32.373,1.0006453523809522,
693,37.0,23.0,1.0,0.3,0.5,FC,4F,D,FCso,14.0,30.0,214.28571428571428,,70.0,FST_20241205,12.344250000000002,0.3523025898989899,
694,23.0,0.0,2.0,0.5,1.0,DHpr,4F,D,Prisms,23.0,63.0,273.9130434782609,,70.0,FST_20241205,18.189375000000002,0.7830346111801243,
701,120.0,112.0,2.0,0.4,1.0,DF,F,D,,8.0,16.3,203.8,20241212.0,120.0,BDG_20241212,,0.15622799999999998,0.13726125294105374
702,112.0,110.0,1.0,0.4,0.8,DF,F,D,Very rounded,2.0,4.4,222.1,,120.0,BDG_20241212,6.867000000000001,0.191961,0.16170524330646838
703,110.0,107.0,6.0,2.0,4.0,SH,F,D,fealthers and striations,3.0,6.9,229.9,,120.0,BDG_20241212,,0.10363757142857144,0.12881502218424262
704,107.0,94.0,0.5,1.0,1.5,FCxr,F,D,heavily rounded,13.0,32.4,249.0,,120.0,BDG_20241212,15.696000000000002,0.4539238571428572,0.21297768541356638
705,94.0,93.0,0.4,0.6,1.0,RG,4F,D,previously facets,1.0,2.7,270.3,,120.0,BDG_20241212,,0.8712441428571429,0.29731026999286786
706,93.0,78.0,0.6,0.3,0.4,RG,4F,D,some faceted edges,14.6,40.5,277.3972602739726,,120.0,BDG_20241212,55.263,1.184510038095238,0.41642784309681413
707,78.0,74.0,1.0,0.3,0.7,MFcr,P,D,"well bonded, some faceted edges",5.8,18.0,326.48912968,,120.0,BDG_20241212,161.86499999999998,3.7947471724137927,1.265611148228274
708,74.0,51.0,0.8,0.2,0.4,RG,1F,D,,23.6,76.5,324.1525423728813,,120.0,BDG_20241212,169.5290625,4.26263600621118,1.299874754745884
709,51.0,25.0,0.7,0.4,0.5,RG,1F,D,pencil at bottom of layer,26.0,88.3,339.7,,120.0,BDG_20241212,343.62250000000006,6.420912978142075,1.8889664870928455
710,25.0,23.0,1.5,0.4,0.7,MFcr,1F,D,some faceting,,,226.87707579,,120.0,BDG_20241212,416.925,7.374201666666666,1.2793273900076656
711,23.0,0.0,1.0,0.6,0.8,RG,1F,D,,,,386.1,,120.0,BDG_20241212,417.946875,6.168149975155279,2.382837623302485
712,95.0,94.0,1.0,0.3,0.5,MFpc,P,M,,1.8,4.5,250.0,20250204.0,95.0,DHMet_20250204,,2.36310019047619,
713,94.0,84.0,0.8,0.3,0.5,RG,1F,M,RGlr,9.0,22.5,250.0,,95.0,DHMet_20250204,22.7265,0.5957372676056337,
714,84.0,65.0,1.0,0.3,0.5,FCxr,4F,M,,17.8,44.0,247.19101123595505,,95.0,DHMet_20250204,,0.31742533834586467,
715,65.0,46.0,1.5,0.5,1.0,RG,1F,M,RGlr,18.6,52.5,282.258064516129,,95.0,DHMet_20250204,43.46058139534883,1.061818060150376,
716,46.0,40.0,1.5,0.5,1.0,FCxr,P,M,,8.0,26.5,331.25,,95.0,DHMet_20250204,58.86,1.4450467286821702,
717,40.0,24.0,2.0,0.5,1.0,FCxr,1F,M,,14.8,44.0,297.2972972972973,,95.0,DHMet_20250204,27.431666666666672,0.5153033451327435,
718,24.0,0.0,4.0,1.0,2.0,DHxr,1F,M,,24.0,70.0,291.6666666666667,,95.0,DHMet_20250204,46.5975,0.8962747495069033,
724,46.0,45.5,0.5,0.1,0.3,DF,F,D,"DFbk
Some FCsf starting",,,,20241216.0,46.0,FEFHQ_20241216,,,
725,45.5,39.0,0.5,0.1,0.3,RGwp,4F,D,Some DFbk,6.6,8.5,129.0,,46.0,FEFHQ_20241216,1.9620000000000002,,
726,39.0,20.0,2.0,0.5,1.0,DHpr,F,D,Early cups/striations,18.0,34.5,192.0,,46.0,FEFHQ_20241216,4.591625,,
727,20.0,17.0,3.0,1.0,2.0,DHcp,1F,D,Possible old surface MFcl?,4.0,9.5,238.0,,46.0,FEFHQ_20241216,10.137,,
728,17.0,0.0,6.0,1.0,2.0,DHla,F,D,Textbook DH,12.4,21.5,173.0,,46.0,FEFHQ_20241216,9.69109090909091,,
736,105.0,104.5,1.0,0.3,0.5,FCsf,F,D,RR Crust,,,,20250130.0,105.0,AM_20250130,,0.0322705,
737,104.5,95.0,0.8,0.1,0.3,FCsf,F,D,,11.0,18.5,168.1818181818182,,105.0,AM_20250130,3.597,0.12453248484848482,
738,95.0,79.0,1.0,0.3,0.5,RGxf,F,D,,13.199999999999989,28.0,212.1212121212123,,105.0,AM_20250130,7.580454545454549,0.2401065415929203,
739,79.0,63.0,1.0,0.3,0.5,RGxf,1F,D,,18.40000000000001,54.0,293.47826086956513,,105.0,AM_20250130,47.7747,1.2837082088495575,
740,63.0,53.0,1.5,0.5,1.0,RGxf,1F,D,,8.799999999999997,24.5,278.409090909091,,105.0,AM_20250130,60.26142857142857,1.1491926309859153,
741,53.0,33.0,2.5,0.5,1.0,FCxr,4F,D,,20.000000000000004,54.0,269.99999999999994,,105.0,AM_20250130,,0.4471974439716312,
742,33.0,19.0,4.0,1.0,2.0,DHxr,F,D,,15.0,43.0,286.6666666666667,,105.0,AM_20250130,,0.4582195555555556,
743,19.0,0.0,6.0,1.0,2.0,DHxr,1F,D,,14.2,39.5,278.16901408450707,,105.0,AM_20250130,49.11569196428571,1.373044198234163,
748,154.0,152.0,0.5,0.1,0.3,FCsf,F,D,DFbk RR Crust,1.4000000000000057,3.0,214.28571428571345,20250306.0,154.0,AM_20250306,,0.27861768,
749,152.0,133.5,1.0,0.1,0.5,DF,4F,D,DFdc FCsf,20.200000000000017,31.5,155.9405940594058,,154.0,AM_20250306,12.515181818181821,0.40222871692307693,
750,133.5,109.0,0.8,0.3,0.5,RG,4F,D,RGlr,24.0,59.5,247.91666666666663,,154.0,AM_20250306,33.33476470588236,0.8496865488372094,
751,109.0,93.0,1.5,0.3,0.8,RG,1F,D,RGlr,13.599999999999994,41.5,305.1470588235296,,154.0,AM_20250306,206.01,3.9281394513274335,
752,93.0,82.0,1.5,0.3,0.8,RG,P,D,RGlr,10.799999999999995,37.0,342.59259259259267,,154.0,AM_20250306,349.48125,6.889244696103896,
753,82.0,52.0,1.5,0.5,1.0,FCxr,1F,D,Visible bonds and necks,30.6,95.5,312.09150326797385,,154.0,AM_20250306,83.85214285714287,1.9907761573459712,
754,52.0,28.0,4.0,0.5,1.0,DHxr,F,D,,19.8,57.5,290.4040404040404,,154.0,AM_20250306,73.575,1.2993647124260355,
755,28.0,0.0,4.0,1.0,2.0,DHxr,4F,D,,29.8,90.0,302.0134228187919,,154.0,AM_20250306,25.65258620689655,1.128850647715736,
760,71.0,70.0,2.5,1.0,2.0,DF,F,D,"DFbk, BKN PPsd, SHcp (1-0.5)",,,,20241218.0,71.0,AM_20241218,,0.045111428571428566,
761,70.0,50.0,2.0,0.5,1.0,DF,F,D,"DFbk, more BKN, bottom 5 cm 4F",20.800000000000004,25.0,120.19230769230766,,71.0,AM_20241218,5.54265,0.11204158865248226,
762,50.0,27.0,1.5,0.5,1.0,FC,4F,D,FCso,22.4,49.5,220.9821428571429,,71.0,AM_20241218,11.925281250000001,0.270952797515528,
763,27.0,0.0,4.0,1.0,2.0,DHla,F,D,,30.0,59.5,198.33333333333331,,71.0,AM_20241218,20.7645,0.49706873227513226,
772,51.0,50.5,8.0,1.0,2.0,PPsd,F,D,Starting to DF,,,,20241129.0,51.0,SLMet_20241129,,0.047921,
773,50.5,43.0,1.0,0.3,0.5,DF,F,D,DFbk,8.0,10.0,125.0,,51.0,SLMet_20241129,,0.10392826923076923,
774,43.0,25.0,0.5,0.1,0.3,DF,4F,D,DFbk,18.0,25.0,138.88888888888889,,51.0,SLMet_20241129,3.7278,0.1775177401574803,
775,25.0,21.0,0.5,0.1,0.3,MFcl,1F,D,Starting to facet. Intermittent crust,4.0,14.0,350.0,,51.0,SLMet_20241129,8.502,0.7686941034482757,
776,21.0,0.0,2.0,0.5,1.0,FC,F,D,Faint cups/striations,21.0,35.0,166.66666666666666,,51.0,SLMet_20241129,7.357500000000001,0.6415871941325442,
784,71.0,70.5,0.8,0.1,0.5,PP,F,D,PPir PPgp,,,,20250114.0,71.0,FEFHQ_20250114,,0.030746999999999997,
785,70.5,58.0,0.8,0.1,0.5,DF,F,D,DFdc,11.0,16.0,145.45454545454547,,71.0,FEFHQ_20250114,0.981,0.05979296818181819,
786,58.0,43.0,1.0,0.5,0.8,FC,4F,D,FCso,15.0,34.0,226.66666666666663,,71.0,FEFHQ_20250114,12.851100000000002,0.32505026666666664,
787,43.0,21.0,2.0,0.5,1.0,FC,4F,D,"FCso Early DHcp								
								",24.6,55.5,225.60975609756096,,71.0,FEFHQ_20250114,14.750035714285712,0.41420971612903223,
788,21.0,0.0,4.0,1.0,1.5,DHcp,F,D,DHch,18.2,42.0,230.7692307692308,,71.0,FEFHQ_20250114,14.574857142857141,0.4216761578231292,
796,76.0,74.0,1.0,0.5,1,FCsf,F,N/O,,3.0,2.5,83.33333333,20250120.0,76.0,TPO_20250120,,0.056877333333333335,
797,74.0,55.0,1.0,1.0,1,FC,F,N/O,,17.8,31.0,174.1573034,,76.0,TPO_20250120,6.394666666666667,0.15740577067669173,
798,55.0,37.0,1.0,0.5,1,FC,4F,N/O,,18.0,49.0,272.2222222,,76.0,TPO_20250120,20.601,1.1040805590551181,
799,37.0,22.0,1.0,1.0,1,FC,4F,N/O,slightly harder than layer above,14.6,41.0,280.8219178,,76.0,TPO_20250120,60.699375,1.983297576190476,
800,22.0,9.0,4.0,2.0,2,FC,F,N/O,,13.8,27.0,195.6521739,,76.0,TPO_20250120,,0.6166080879120879,
801,9.0,0.0,6.0,3.0,4,FC,F,N/O,,,,,,76.0,TPO_20250120,,1.9236494060419864,
802,170.0,169.0,8.0,2.0,6.0,SH,F,D,some 1mm graupel,22.8,30.0,131.57894736842104,20241219.0,170.0,BDG_20241219,,0.15353714285714287,0.3188740012694316
803,169.0,167.0,0.7,0.2,0.5,MFcr,F,D,,6.4,11.0,277.11997284,,170.0,BDG_20241219,,0.13166733333333333,0.36727581517583696
804,167.0,147.0,1.5,0.8,1.0,DF,F,D,"some intact columns, remnants of plates, stellars",16.0,32.5,203.125,,170.0,BDG_20241219,11.5758,0.2560933758865248,0.2335963145574778
805,147.0,139.0,1.5,0.5,1.0,DF,F,D,"very rounded, 4F @ bottom, 12/12 interface",16.4,34.0,207.31707317073173,,170.0,BDG_20241219,27.713250000000002,0.5097383157894736,0.4191789050147645
806,139.0,120.0,1.0,0.3,0.5,DF,F,D,secondary rounds,19.0,47.5,249.9,,170.0,BDG_20241219,24.525,0.5198352781954887,0.3705318372352073
807,120.0,103.0,1.0,0.4,0.7,DF,F,D,"rounding, some striations still present, largest 18mm",17.0,45.7,269.1,,170.0,BDG_20241219,45.87083333333334,1.0661148067226889,0.4953892800465634
808,103.0,101.5,6.0,3.0,4.0,SH,F,D,,,,254.7,,170.0,BDG_20241219,,1.2646711999999998,0.34783659606021333
809,101.5,88.0,1.0,0.4,0.5,RG,4F,D,some faceted edges,,,267.5,,170.0,BDG_20241219,51.5025,1.0585702340425533,0.4644820184258206
810,88.0,75.0,1.0,0.5,0.7,RG,1F,D,faceting,,,299.8,,170.0,BDG_20241219,84.47500000000001,1.7362968791208788,0.6846534942914655
811,75.0,72.0,1.0,0.5,0.8,MFcr,P,D,,,,321.06378883,,170.0,BDG_20241219,212.54999999999998,5.657210571428571,1.1033716686530044
812,72.0,56.0,0.8,0.4,0.5,RG,1F,D,evidence of previous faceting,,,331.9,,170.0,BDG_20241219,256.39772727272725,5.240751752212389,1.3986375249141694
813,56.0,33.0,1.0,0.3,0.5,RG,1F,D,,,,345.4,,170.0,BDG_20241219,307.489,7.087803739130435,2.0800720775745587
814,33.0,26.0,0.8,0.4,0.5,RG,P,D,,,,344.0,,170.0,BDG_20241219,340.08,9.142074081632654,2.6971114256410016
815,26.0,24.0,0.8,0.3,0.5,MF,P,D,Faceted,,,349.7,,170.0,BDG_20241219,,8.341762666666666,1.211237292910086
816,24.0,0.0,1.0,0.4,0.8,RG,P,D,,,,364.2,,170.0,BDG_20241219,230.35333333333335,6.247523562130178,2.3891047719734293
817,94.0,92.0,1.0,0.3,0.6,DF,F,D,,2.0,4.6,229.1,20241210.0,94.0,FRE_20241210,,,0.1371064760405441
818,92.0,85.0,2.0,0.7,1.0,FCxr,F,D,,7.0,17.2,245.8,,94.0,FRE_20241210,4.4145,,0.18948909563751137
819,85.0,68.0,2.5,1.0,2.0,FC,F,D,,17.0,44.4,261.2,,94.0,FRE_20241210,26.3235,,0.39718188542844607
820,68.0,67.0,2.0,0.7,1.0,FC,F,D,,1.0,2.6,261.3,,94.0,FRE_20241210,,,0.3908886431270941
821,67.0,65.5,1.0,0.4,0.6,MFcr,1F,D,Faceting above + below,1.5,3.9,294.6326166,,94.0,FRE_20241210,29.43,,0.5262626168684594
822,65.5,42.0,1.0,0.4,0.5,RGxf,4F,D,"Max sized grains more faceted, HH closwer to 1F at the bottom",23.5,72.2,307.3,,94.0,FRE_20241210,60.495,,0.5891979832079206
823,42.0,36.0,0.8,0.3,0.5,RG,1F,D,,6.0,19.8,329.3,,94.0,FRE_20241210,178.215,,1.3778996127962386
824,36.0,15.0,1.0,0.5,0.6,RG,1F,D,,21.0,68.0,323.9,,94.0,FRE_20241210,196.90071428571426,,1.5444453444535529
825,15.0,0.0,1.5,0.5,1.0,FC,4F,D,,,,359.5,,94.0,FRE_20241210,130.65136363636364,,1.0926767503717367
826,123.0,118.0,2.0,0.5,1.0,MFcr,K,D,MFcr MFpc FCsf,3.799999999999997,11.0,289.4736842105265,20250312.0,123.0,DHMet_20250312,11.772,,
827,118.0,113.0,0.8,0.3,0.5,FC,F,D,Fcso,3.4000000000000057,8.0,235.29411764705844,,123.0,DHMet_20250312,,,
828,113.0,109.0,1.0,0.3,0.5,MFcr,K,D,MFcr MFpc,5.399999999999992,19.5,361.11111111111165,,123.0,DHMet_20250312,108.7275,,
829,109.0,97.0,0.8,0.3,0.5,RGxf,1F,D,,10.200000000000005,29.5,289.2156862745097,,123.0,DHMet_20250312,41.202,,
830,97.0,80.0,1.0,0.3,0.5,RG,P,D,RGlr,16.799999999999997,48.5,288.69047619047626,,123.0,DHMet_20250312,135.29625000000001,,
831,80.0,64.0,0.8,0.3,0.5,RG,4F,D,RGlr,16.200000000000003,47.5,293.2098765432098,,123.0,DHMet_20250312,183.9375,,
832,64.0,40.0,1.5,0.5,1.0,FCxr,1F,D,,25.0,74.0,296.0,,123.0,DHMet_20250312,73.72828125,,
833,40.0,17.0,2.0,0.5,1.0,FCxr,F,D,,23.200000000000003,64.5,278.0172413793103,,123.0,DHMet_20250312,51.843125,,
834,17.0,0.0,4.0,0.5,2.0,DHxr,1F,D,,17.8,47.6,267.4157303370786,,123.0,DHMet_20250312,67.73571428571428,,
838,70.0,66.0,0.5,0.1,0.3,PP,F,D,PPir PPnd PPsd PPgp,4.0,4.0,100.0,20250120.0,70.0,JPLMet_20250120,,0.06162772413793102,
839,66.0,55.0,1.5,0.5,1.0,DF,F,D,"DFdc FCso Old FCsf?
Arms, plates",10.5,15.0,142.85714285714286,,70.0,JPLMet_20250120,1.9620000000000004,0.07350212987012986,
840,55.0,36.0,1.0,0.3,0.5,RGxf,4F,D,Some FCso,19.0,42.5,223.68421052631575,,70.0,JPLMet_20250120,11.982214285714289,0.2494207969924812,
841,36.0,18.0,1.5,0.5,1.0,FCxr,F,D,"Some DHxr, cups, striations",18.8,42.0,223.4042553191489,,70.0,JPLMet_20250120,10.137000000000002,0.2877222992125983,
842,18.0,0.0,4.0,1.0,1.5,DHla,4F,D,,16.0,33.5,209.375,,70.0,JPLMet_20250120,17.808923076923072,0.6900507368421052,
850,42.0,41.5,4.0,1.0,2.0,SHxr,F,D,,,,,20241204.0,42.0,FEFHQ_20241204,,,
851,41.5,27.5,1.0,0.3,0.5,FCxr,4F,D,"Necks
Very DFbk remnants",14.5,23.5,162.0,,42.0,FEFHQ_20241204,1.9620000000000004,,
852,27.5,22.0,1.0,0.3,0.5,RGxf,1F,D,,5.5,13.5,245.0,,42.0,FEFHQ_20241204,6.3765,,
853,22.0,0.0,4.0,1.0,2.0,DHpr,F,D,Some cups and striations,22.0,44.5,202.0,,42.0,FEFHQ_20241204,8.854153846153848,,
862,76.0,68.0,2.0,0.5,1.0,DF,F,D,DFbk PPsd,7.8,6.5,83.33333333333333,20250212.0,76.0,JPLMet_20250212,,,
863,68.0,60.0,0.5,0.1,0.3,FCsf,F,D,Rounding,6.0,8.0,133.33333333333334,,76.0,JPLMet_20250212,3.065625,,
864,60.0,57.0,0.5,0.1,0.3,MFcr,K,D,MFcr MFpc Big clumps,3.4,13.0,382.3529411764706,,76.0,JPLMet_20250212,121.88924999999999,,
865,57.0,33.0,1.0,0.3,0.5,FCxr,F,D,,23.2,53.0,228.44827586206895,,76.0,JPLMet_20250212,,,
866,33.0,15.0,3.0,0.5,1.0,DHxr,F,D,DHch,19.0,43.5,228.94736842105263,,76.0,JPLMet_20250212,,,
867,15.0,0.0,6.0,1.0,2.0,DHxr,F,D,,14.6,35.5,243.15068493150685,,76.0,JPLMet_20250212,,,
874,99.0,97.0,6.5,2.0,4.0,FC,F,D,Heavily striated,,,,20241206.0,99.0,PLT_20241206,,,
875,97.0,85.0,3.0,1.0,1.5,FCxr,F,D,,,,,,99.0,PLT_20241206,,,
876,85.0,54.0,1.5,0.4,1.0,RGxf,4F,D,,,,,,99.0,PLT_20241206,,,
877,54.0,43.0,0.6,0.3,0.5,RG,1F,D,some faceted edges,,,,,99.0,PLT_20241206,,,
878,43.0,16.0,0.6,0.2,0.4,RG,1F,D,,,,,,99.0,PLT_20241206,,,
879,13.0,0.0,2.5,1.0,1.5,FCxr,4F,D,,,,,,99.0,PLT_20241206,,,
880,46.0,30.0,4.0,1.0,2.0,MFpc,P,D,FCsf,16.8,55.0,330.0,20250430.0,46.0,LFMet_20250430,204.73470000000003,6.455736506194691,
881,30.0,0.0,2.0,1.0,0.5,MFcl,F,M,,30.2,76.0,250.0,,46.0,LFMet_20250430,,0.40723272052427495,
892,102.0,97.0,2.0,0.5,1.0,PPsd,F,D,,4.0,2.0,50.0,20250305.0,102.0,SLMet_20250305,,,
893,97.0,89.0,0.8,0.1,0.5,DF,F,M,DFdc,8.0,9.5,118.75,,102.0,SLMet_20250305,4.169250000000001,,
894,89.0,86.0,1.0,0.3,0.5,MFcr,K,D,MFcr MFpc,3.6,6.5,180.55555555555557,,102.0,SLMet_20250305,34.335,,
895,86.0,58.0,0.8,0.3,0.5,RG,4F,D,RGlr,28.4,73.5,258.80281690140845,,102.0,SLMet_20250305,74.33800000000001,,
896,58.0,56.0,1.5,0.5,0.8,MFcr,K,D,"MFcr Frozen pooling MFpc								
								",3.0,8.5,283.3333333333333,,102.0,SLMet_20250305,145.51500000000001,,
897,56.0,33.0,1.5,0.5,1.0,FCxr,F,D,,17.2,42.5,247.093023255814,,102.0,SLMet_20250305,,,
898,33.0,13.0,2.5,0.5,1.0,DHxr,4F,D,,22.8,68.5,300.43859649122805,,102.0,SLMet_20250305,48.23249999999999,,
899,13.0,0.0,4.0,0.5,1.0,DHxr,1F,D,,13.6,36.5,268.38235294117646,,102.0,SLMet_20250305,83.38500000000002,,
904,65.0,62.0,1.5,0.5,1.0,MFcr,P,M,,3.4,8.5,250.0,20250204.0,65.0,SLMet_20250204,20.7645,0.6173934285714285,
905,62.0,46.0,1.0,0.5,0.8,MFcl,4F,M,,14.4,32.5,225.69444444444443,,65.0,SLMet_20250204,12.217909090909092,0.15359527433628317,
906,46.0,27.0,1.0,0.5,0.8,RG,4F,M,"RGlr
Some bonds visible",19.8,54.5,275.25252525252523,,65.0,SLMet_20250204,6.1476000000000015,0.16761207518796994,
907,27.0,0.0,2.5,0.5,1.0,DHxr,F,M,very rounded,26.4,71.5,270.83333333333337,,65.0,SLMet_20250204,13.679499999999999,0.6639733968253968,
916,97.0,96.5,0.8,0.3,0.5,PP,F,D,PPpl PPgp,,,,20250114.0,97.0,DHMet_20250114,,0.038502999999999996,
917,96.5,84.0,1.0,0.3,0.5,DF,F,D,DFbk FCsf,9.600000000000009,9.0,93.74999999999991,,97.0,DHMet_20250114,0.981,0.07475096818181817,
918,84.0,72.0,1.0,0.3,0.5,RGxf,4F,D,DFdc,12.599999999999994,21.0,166.66666666666674,,97.0,DHMet_20250114,7.8480000000000025,0.23563119058823528,
919,72.0,56.0,1.0,0.5,0.8,RG,1F,D,RGlr,15.400000000000006,38.5,249.99999999999991,,97.0,DHMet_20250114,38.43736363636364,1.0869901628318586,
920,56.0,42.0,1.5,0.5,1.0,RG,P,D,RGlr,19.2,55.0,286.45833333333337,,97.0,DHMet_20250114,46.904062499999995,1.5398984000000002,
921,42.0,22.0,2.0,0.5,1.0,FCxr,4F,D,,15.0,41.0,273.3333333333333,,97.0,DHMet_20250114,18.21857142857143,0.7875734723404255,
922,22.0,5.0,2.0,0.8,1.0,FCxr,1F,D,,19.8,56.5,285.35353535353534,,97.0,DHMet_20250114,41.283750000000005,0.8772464302521008,
923,5.0,0.0,1.5,0.5,1.0,MFcl,K,D,,5.8,15.5,267.2413793103448,,97.0,DHMet_20250114,39.24,3.0294577219047616,
928,213.0,204.0,2.0,0.8,1.0,DF,F,D,,8.0,6.0,75.0,20250115.0,213.0,BDG_20250115,,0.17845834920634918,0.13401871724024436
929,204.0,190.0,0.2,0.1,0.1,RGsr,F,D,,10.0,13.0,130.0,,213.0,BDG_20250115,10.9,0.3745431717171718,0.2163020347969958
930,190.0,189.0,10.0,2.0,6.0,SH,F,D,rounding,1.0,2.6,262.9,,213.0,BDG_20250115,21.582000000000004,0.7431514285714285,0.2666430342991544
931,189.0,174.0,0.5,0.1,0.3,RG,4F,D,,15.5,33.3,214.83870967741933,,213.0,BDG_20250115,38.526545454545456,1.1751975619047617,0.4041439697329336
932,174.0,172.0,0.8,0.4,0.5,MFcr,1F,D,,1.8,5.5,301.13791418,,213.0,BDG_20250115,39.24,1.3721287333333332,0.7666212924766738
933,172.0,151.0,0.6,0.2,0.3,RGxf,4F,D,"more faceted at bottom, grauppel 162, 1F at bottom",19.2,49.0,255.20833333333337,,213.0,BDG_20250115,84.78642857142859,2.983442632653061,0.7055904825431558
934,151.0,99.0,1.0,0.2,0.4,RGxf,1F,D,,52.0,171.7,330.1,,213.0,BDG_20250115,252.67757142857144,5.509820660273973,1.3259092074059908
935,99.0,80.0,0.7,0.2,0.4,RG,1F,D,,,,344.6,,213.0,BDG_20250115,467.3374999999999,9.581507060150376,2.3554254857814154
936,80.0,79.0,2.0,1.0,1.5,SHxr,F,D,lot of rounds,,,335.0,,213.0,BDG_20250115,515.025,4.679756714285714,1.5425054441385524
937,79.0,60.0,1.0,0.3,0.5,RG,1F,D,some faceted edges,,,348.6,,213.0,BDG_20250115,465.1575,7.788896353383458,1.9699249100300142
938,60.0,56.0,1.0,0.3,0.5,MFcr,1F,D,some faceted edges,,,332.84159482,,213.0,BDG_20250115,454.5300000000001,10.833364931034481,1.2826968929327767
939,56.0,41.0,0.5,0.3,0.4,RG,P,D,,,,,,213.0,BDG_20250115,458.61750000000006,13.598059266666667,
940,41.0,18.0,0.7,0.2,0.4,RG,P,D,square edges,,,,,213.0,BDG_20250115,555.9000000000001,17.888240198757764,
941,18.0,0.0,0.6,0.4,0.5,RG,P,D,,,,,,213.0,BDG_20250115,468.4275,11.952375511811024,
942,107.0,105.0,1.0,0.3,0.5,DF,F,M,DFdc PPsd PPgp FCsf,1.6,2.5,156.25,20250306.0,107.0,FEFHQ_20250306,,0.21980873333333328,
943,105.0,97.0,0.8,0.3,0.5,DF,4F,M,DFdc FCsf,7.4,14.5,195.94594594594597,,107.0,FEFHQ_20250306,11.445000000000002,1.0656773157894737,
944,97.0,94.0,1.5,0.5,1.0,MFcr,K,D,MFcr MFpc,4.8,12.0,250.0,,107.0,FEFHQ_20250306,72.1035,3.779414380952381,
945,94.0,75.0,1.0,0.3,0.5,RG,4F,M,RGlr Necks,17.2,48.0,279.06976744186045,,107.0,FEFHQ_20250306,41.12653846153846,2.295678112781955,
946,75.0,67.0,1.5,0.5,1.0,RG,1F,D,RGlr,5.6,20.0,357.1428571428572,,107.0,FEFHQ_20250306,107.91,3.1996367192982453,
947,67.0,65.0,1.5,0.5,1.0,MFcr,P,D,MFcr MFpc,3.0,10.0,333.3333333333333,,107.0,FEFHQ_20250306,119.355,3.8340862666666666,
948,65.0,37.0,1.5,0.8,1.0,FCxr,F,D,,28.8,75.5,262.15277777777777,,107.0,FEFHQ_20250306,,0.5841465989847716,
949,37.0,20.0,2.5,1.0,1.5,DHxr,F,D,,16.0,40.0,250.0,,107.0,FEFHQ_20250306,16.40637931034483,0.7309308403361343,
950,20.0,0.0,6.0,1.0,2.0,DHxr,4F,D,,15.0,40.5,270.0,,107.0,FEFHQ_20250306,48.27552631578947,1.4789953333333334,
954,68.0,62.0,2.0,0.5,1.0,MFcr,K,D,MFpc,,,366.6167755333333,20250408.0,68.0,JPLMet_20250408_TS_0930,234.459,12.981018790697675,4.198919616984415
955,62.0,47.0,1.5,0.5,1.0,MFpc,P,D,MFcl,,,,,68.0,JPLMet_20250408_TS_0930,503.58000000000004,15.274199457142855,4.251767957767007
956,47.0,39.0,1.0,0.3,0.8,MFcl,1F,D,RGlr,,,,,68.0,JPLMet_20250408_TS_0930,750.465,16.52069307017544,6.891015256553692
957,39.0,22.0,1.5,0.5,1.0,RGlr,4F,M,MFcl,,,,,68.0,JPLMet_20250408_TS_0930,183.9375,4.150570327731092,0.6353460095314424
958,22.0,0.0,2.0,0.5,1.0,RGlr,F,M,MFcl,,,,,68.0,JPLMet_20250408_TS_0930,,0.5800522774889765,0.23205355308663633
966,46.0,45.5,2.0,0.5,1.0,PP,F,D,"PPgp, PPsd",,,,20241226.0,46.0,SLMet_20241226,,0.03360933333333333,
967,45.5,37.0,1.0,0.3,0.5,DF,F,D,DFdc,8.2,10.0,121.95121951219514,,46.0,SLMet_20241226,1.9620000000000002,0.10631875555555553,
968,37.0,34.0,0.7,0.3,0.5,RG,4F,D,"RGla, Pine needles in layer",3.0,6.5,216.66666666666663,,46.0,SLMet_20241226,9.3195,0.1697350476190476,
969,34.0,16.0,2.0,0.5,1.0,FC,F,D,FCso,17.0,37.0,217.64705882352945,,46.0,SLMet_20241226,5.436374999999999,0.15144702362204723,
970,16.0,6.0,4.0,1.0,2.0,DHla,F,D,,11.0,25.5,231.8181818181818,,46.0,SLMet_20241226,6.0495,0.20952904225352106,
971,6.0,0.0,2.0,1.0,1.5,MF,1F,D,MFpc,6.0,18.5,308.3333333333333,,46.0,SLMet_20241226,58.61475,5.444185700000001,
978,85.0,81.0,2.0,0.5,1.0,MFsl,F,W,,3.0,7.5,250.0,20250313.0,85.0,JPLMet_20250313,0.981,,
979,81.0,77.0,2.0,0.5,1.0,MFcr,K,M,MFcr MFpc,4.2,15.0,357.1428571428571,,85.0,JPLMet_20250313,28.231000000000005,,
980,77.0,69.0,1.0,0.3,0.8,MFcl,1F,M,,7.6,21.5,282.89473684210526,,85.0,JPLMet_20250313,,,
