,top_cm,bottom_cm,grain max_mm,grain min_mm,grain avg_mm,type,HH,wetness,comments,hs_cm,swe_mm,density_kgm3,date,hs,profile_id,avg_force_ram,avg_force_scope,avg_force_smp
1107,202.0,189.0,0.1,0.2,0.3,RG,1F,D,,13.0,44.4,341.6,,285.0,FRE_20250312,,,
1108,189.0,169.0,0.3,0.4,0.5,RGxf,1F,D,,20.0,68.8,343.9,,285.0,FRE_20250312,,,
1109,169.0,148.0,0.2,0.4,0.6,RGxf,P,D,,,,,,285.0,FRE_20250312,,,
1110,148.0,146.0,,,,IFil,I,D,discontinuous,,,0.0,,285.0,FRE_20250312,,,
1111,146.0,134.0,0.3,0.5,0.8,RG,1F,D,,,,,,285.0,FRE_20250312,,,
1112,134.0,133.5,0.3,0.5,1.0,MFcr,1F,D,,,,0.0,,285.0,FRE_20250312,,,
1113,133.5,108.0,0.4,0.6,0.8,RG,1F,D,pencil at bottom,,,,,285.0,FRE_20250312,,,
1114,108.0,52.0,0.5,0.8,1.0,RGxf,P,D,,,,,,285.0,FRE_20250312,,,
1115,52.0,43.0,0.5,1.0,1.5,RGxf,1F,D,,,,,,285.0,FRE_20250312,,,
1116,43.0,41.0,1.0,1.5,2.0,FC,1F,D,,,,,,285.0,FRE_20250312,,,
1117,41.0,27.0,0.8,1.0,1.5,FCxr,P,D,,,,,,285.0,FRE_20250312,,,
1118,27.0,0.0,0.5,1.0,1.5,FCxr,P,D,,,,,,285.0,FRE_20250312,,,
1119,90.0,82.0,1.5,0.5,1.0,PPsd,F,D,"PPgp
DFbk",7.6,4.5,59.21052631578948,20250314.0,90.0,SLMet_20250314,54.24103132161955,5.060625281283423,
1120,82.0,77.0,1.0,0.3,0.5,MFcr,K,D,"MFcr
MFpc
FCso",6.0,18.5,308.3333333333333,,90.0,SLMet_20250314,,,
1121,77.0,58.0,1.0,0.3,0.5,RG,4F,D,RGlr,18.0,45.5,252.77777777777777,,90.0,SLMet_20250314,,,
1122,58.0,52.0,0.8,0.3,0.5,RG,1F,D,RGlr,6.4,20.5,320.3125,,90.0,SLMet_20250314,,,
1123,52.0,27.0,1.5,0.5,1.0,FCxr,F,D,,25.2,56.0,222.22222222222223,,90.0,SLMet_20250314,,,
1124,27.0,14.0,2.5,1.0,1.5,DHxr,4F,D,,14.6,34.5,236.3013698630137,,90.0,SLMet_20250314,,,
1125,14.0,0.0,4.0,1.0,2.0,DHxr,1F,D,Chains,11.8,30.0,254.2372881355932,,90.0,SLMet_20250314,,,
1131,81.0,80.0,1.0,0.5,0.7,MFcl,4F,M,,1.0,3.8,381.9,20250530.0,81.0,BDG_20250530,101.03609154929576,8.832874563380281,5.380617564594506
1132,80.0,77.0,1.0,0.2,0.5,MFcl,1F,M,,,,414.5,,81.0,BDG_20250530,292.3937914691943,6.325422341232228,2.210649199881297
1133,77.0,66.0,0.7,0.5,0.6,MFcl,1F,M,,,,376.7,,81.0,BDG_20250530,541.5827027027028,13.288189828629033,5.112595800730839
1134,66.0,65.0,1.5,0.5,1.0,MFpc,4F,M,,,,364.9,,81.0,BDG_20250530,,,
1135,65.0,40.0,1.0,0.5,0.7,MFcl,4F,M,,,,348.2,,81.0,BDG_20250530,,,
1136,40.0,15.0,1.0,0.4,0.7,MFpc,1F,M,,,,405.4,,81.0,BDG_20250530,,,
1137,15.0,4.0,1.5,0.5,0.8,MFpc,1F,M,,,,359.1,,81.0,BDG_20250530,,,
1138,4.0,0.0,,,,IFbi,I,M,Slush in some locations,,,0.0,,81.0,BDG_20250530,,,
1139,35.0,31.0,0.5,0.1,0.3,FCxr,F,D,"On surface FCsf RR
Lots of 0.1 RGsr too",6.0,8.5,141.66666666666666,20241122.0,35.0,LFMet_20241122,4.263622796352585,0.19834452763819094,
1140,31.0,20.0,1.5,0.5,1.0,FC,F,D,FCso Some cups but few,9.0,16.5,183.33333333333331,,35.0,LFMet_20241122,,,
1141,20.0,9.5,1.5,0.5,1.0,FC,F,D,FCso,10.5,22.0,209.52380952380952,,35.0,LFMet_20241122,,,
1142,9.5,0.0,2.5,1.0,1.5,DHcp,F,D,"Some striations 
Lots of cups 
Some square cups",9.5,9.5,100.0,,35.0,LFMet_20241122,,,
1151,69.0,65.0,3.0,0.5,1.5,MFpc,F,W,,,,,20250408.0,69.0,JPLMet_20250408_TS_1120,693.4203736654804,14.273936177935944,4.881824932014142
1152,65.0,55.0,2.5,1.0,1.5,MFpc,P,M,,,,,,69.0,JPLMet_20250408_TS_1120,22.3100479338843,0.3186210256410256,8.76440451064284
1153,55.0,38.0,2.0,0.5,1.0,MFcl,K,D,,,,,,69.0,JPLMet_20250408_TS_1120,,,
1154,38.0,18.0,2.0,0.5,1.0,MFcl,4F,M,,,,,,69.0,JPLMet_20250408_TS_1120,,,
1155,18.0,0.0,4.0,1.0,2.0,MFcl,,M,,,,,,69.0,JPLMet_20250408_TS_1120,,,
1163,205.0,203.0,3.0,1.0,2.0,PPgp,F,D,"FCsf, rounding",2.0,5.7,282.7,20250305.0,205.0,BOG_20250305,102.8252659574468,,1.6808024482948927
1164,203.0,197.5,2.0,0.5,1.0,MFcr,P,D,,5.5,14.3,330.1060834,,205.0,BOG_20250305,166.41114935064937,,5.498275287204119
1165,197.5,196.0,0.5,0.2,0.3,FCxr,4F,D,,1.5,3.4,228.2,,205.0,BOG_20250305,320.6702142857143,,12.958789801946722
1166,196.0,194.0,1.5,0.5,1.0,MFcr,P,D,faceted,2.0,5.4,191.7518625,,205.0,BOG_20250305,214.46329787234046,,12.682611546300208
1167,194.0,190.0,2.0,0.5,1.0,FCxr,4F,D,,4.0,11.5,287.8,,205.0,BOG_20250305,351.824653024911,,
1168,190.0,189.0,0.5,0.1,0.3,MFcr,1F,D,"some visible light, close to IFil",1.0,2.7,169.785845,,205.0,BOG_20250305,328.5659154929578,,
1169,189.0,179.5,0.5,0.1,0.3,RGsr,4F,D,"few faceted edges, flow tubes",9.5,26.3,276.8,,205.0,BOG_20250305,220.90922681065337,,
1170,179.5,179.0,,,,IFil,I,D,"dicontinuous, some MFcr, formed from melt from 190-189",0.5,1.3,179.1752643,,205.0,BOG_20250305,,,
1171,179.0,163.0,0.5,0.1,0.3,RGsr,4F,D,,16.0,51.1,319.3,,205.0,BOG_20250305,,,
1172,163.0,159.0,0.3,0.1,0.2,RGxf,1F,D,,4.0,12.7,317.3,,205.0,BOG_20250305,,,
1173,159.0,158.5,,,,IFil,I,D,MFcr on top,0.5,1.7,195.26160835,,205.0,BOG_20250305,,,
1174,158.5,145.0,0.5,0.3,0.2,RGsr,4F,D,,13.5,43.5,322.4,,205.0,BOG_20250305,,,
1175,145.0,134.0,0.6,0.3,0.5,RG,1F,D,some faceted edges,11.0,35.8,325.8,,205.0,BOG_20250305,,,
1176,134.0,120.5,0.3,0.1,0.2,RGsr,1F,D,,13.5,45.3,335.3,,205.0,BOG_20250305,,,
1177,120.5,119.5,0.2,,0.1,MFcr,1F,D,"poorly bonded, discontinuous",1.0,2.8,0.0,,205.0,BOG_20250305,,,
1178,119.5,111.0,0.4,0.2,0.3,RG,4F,D,some facets,8.5,25.9,304.9,,205.0,BOG_20250305,,,
1179,111.0,110.0,1.0,0.5,0.7,MFcl,1F,D,"poorly bonded, MFcr elsewhere",1.0,3.2,324.0,,205.0,BOG_20250305,,,
1180,110.0,95.0,0.7,0.3,0.5,RG,1F,D,,15.0,50.2,334.4,,205.0,BOG_20250305,,,
1181,95.0,94.5,0.1,0.3,0.5,MFcr,1F,D,faceted,,,187.6048,,205.0,BOG_20250305,,,
1182,94.5,68.5,0.8,0.1,0.5,RG,1F,D,,,,,,205.0,BOG_20250305,,,
1183,68.5,62.0,1.0,0.4,0.5,RGxf,1F,D,,,,,,205.0,BOG_20250305,,,
1184,62.0,58.0,0.8,0.3,0.5,RGxf,4F,D,more poorly bonded than above,,,,,205.0,BOG_20250305,,,
1185,58.0,37.0,1.0,0.5,0.7,RGxf,1F,D,,,,,,205.0,BOG_20250305,,,
1186,37.0,33.0,0.5,0.2,0.3,RGxf,1F,D,,,,,,205.0,BOG_20250305,,,
1187,33.0,0.0,2.0,1.0,1.5,FCxr,4F,D,,,,,,205.0,BOG_20250305,,,
1188,68.0,58.0,0.5,0.1,0.3,FCsf,F,D,,11.2,16.5,147.32142857142858,20250129.0,68.0,SLMet_20250129,28.914440186915886,0.5697533692946057,
1189,58.0,35.0,2.0,0.5,1.0,FC,4F,D,FCso Some cups/striations,19.4,40.5,208.76288659793812,,68.0,SLMet_20250129,,,
1190,35.0,15.0,3.0,1.0,1.5,DHxr,F,D,,22.0,50.5,229.54545454545453,,68.0,SLMet_20250129,,,
1191,15.0,5.0,8.0,1.0,2.0,DHla,F,D,DHxr?,11.0,24.5,222.72727272727272,,68.0,SLMet_20250129,,,
1192,5.0,0.0,3.0,1.0,2.0,MFcl,P,D,Clusters MFpc,3.4,10.0,294.11764705882354,,68.0,SLMet_20250129,,,
1200,248.0,247.0,1.0,0.2,0.5,FCsf,F,D,,,,,20250402.0,248.0,MCSST_20250402,9.809999999999995,,0.3980428327460477
1201,247.0,245.0,4.0,0.2,0.3,RGsr,4F,D,Some MF,,,,,248.0,MCSST_20250402,233.45132978723402,,1.5826951556560616
1202,245.0,239.0,0.3,0.1,0.2,RGxf,F,D,,,,,,248.0,MCSST_20250402,205.7614489311164,,5.149345220345172
1203,239.0,234.0,0.6,0.2,0.4,FC,F,D,faceted edges,,,,,248.0,MCSST_20250402,405.7408547008548,,12.844406322230599
1204,234.0,228.0,2.0,0.5,1.0,MFcr,P,D,,,,340.9503896666667,,248.0,MCSST_20250402,189.317872412623,,13.158816254086089
1205,228.0,222.0,1.0,0.5,0.8,MFpc,P,D,,,,,,248.0,MCSST_20250402,84.79011619876799,,
1206,222.0,219.0,1.0,0.3,0.5,MFcl,1F,D,,,,,,248.0,MCSST_20250402,,,
1207,219.0,212.0,0.4,0.2,0.3,MFcl,4F,D,grains more obvious than layer above,,,,,248.0,MCSST_20250402,,,
1208,212.0,206.0,1.0,0.3,0.5,MFcl,4F,M,,,,,,248.0,MCSST_20250402,,,
1209,206.0,197.0,1.0,0.3,0.5,MFcl,4F,M,,,,,,248.0,MCSST_20250402,,,
1210,197.0,187.0,2.0,0.5,1.0,MFpc,4F,M,"some faceted edges, top 1cm has more bods, close to IF, 1F on top",,,,,248.0,MCSST_20250402,,,
1211,187.0,147.0,0.5,0.3,0.4,RGsr,1F,M,discontinuous lenses and crusts throughout,,,,,248.0,MCSST_20250402,,,
1212,147.0,127.0,0.5,0.3,0.4,MFcr,P,M,discontinuous IFil on top of layer,,,267.2774474,,248.0,MCSST_20250402,,,
1213,127.0,109.0,0.8,0.2,0.5,RG,1F,M,close to MFcl,,,,,248.0,MCSST_20250402,,,
1214,109.0,103.0,0.5,0.3,0.4,RG,1F,M,,,,,,248.0,MCSST_20250402,,,
1219,87.0,86.5,1.0,0.3,0.5,DF,F,D,DFbk SHcp (1mm),,,,20241231.0,87.0,AM_20241231,0.981,0.15504085714285715,0.12068245614294659
1220,86.5,81.0,0.8,0.3,0.5,DF,F,D,DFbk Some plates,5.399999999999992,4.5,83.33333333333347,,87.0,AM_20241231,15.916406493506493,0.4949306493506494,0.19286222837683353
1221,81.0,73.0,0.5,0.1,0.3,RGwp,1F,D,Some DFbk,5.6000000000000085,8.0,142.85714285714263,,87.0,AM_20241231,22.109287500000004,0.5862488072289157,0.6506535615884261
1222,73.0,61.0,1.0,0.3,0.5,DF,4F,D,"DFdc Arms, some plates",12.200000000000005,19.0,155.73770491803276,,87.0,AM_20241231,,,
1223,61.0,51.0,0.8,0.3,0.5,RGxf,1F,D,,11.400000000000006,23.5,206.14035087719287,,87.0,AM_20241231,,,
1224,51.0,30.0,3.0,1.0,2.0,DHpr,F,D,,22.0,49.0,222.7272727272728,,87.0,AM_20241231,,,
1225,30.0,0.0,4.0,1.0,2.0,DHcp,F,D,Some striations,28.8,69.5,241.31944444444443,,87.0,AM_20241231,,,
1231,142.0,136.0,2.0,0.5,1.0,PPsd,F,D,,5.2,3.5,67.3076923076923,20250305.0,142.0,DHMet_20250305,43.02904210956058,,
1232,136.0,121.0,1.0,0.5,0.8,DF,F,D,DFbk,12.0,12.5,104.16666666666669,,142.0,DHMet_20250305,98.18686540731996,,
1233,121.0,114.0,1.0,0.3,0.5,MFcr,K,D,MFcr MFpc,6.6,20.5,310.6060606060606,,142.0,DHMet_20250305,,,
1234,114.0,94.0,0.8,0.3,0.5,RG,1F,D,RGlr,16.8,42.0,250.0,,142.0,DHMet_20250305,,,
1235,94.0,80.0,1.0,0.3,0.5,RGxf,1F,D,,14.2,42.0,295.774647887324,,142.0,DHMet_20250305,,,
1236,80.0,77.0,1.0,0.3,0.5,MFcr,K,D,MFcr Some clear ice lens behavior,2.0,9.5,475.0,,142.0,DHMet_20250305,,,
1237,77.0,40.0,1.5,0.5,1.0,FCxr,1F,D,,33.0,106.0,321.2121212121212,,142.0,DHMet_20250305,,,
1238,40.0,23.0,2.5,1.0,1.5,FCxr,F,D,,19.0,57.5,302.63157894736844,,142.0,DHMet_20250305,,,
1239,23.0,0.0,3.0,1.0,2.0,DHxr,4F,D,,24.0,74.5,310.4166666666667,,142.0,DHMet_20250305,,,
1243,164.0,142.0,1.0,0.3,0.5,DF,F,D,"DFdc
FCsf
RR",22.8,36.5,160.08771929824562,20250313.0,164.0,FST_20250313,160.11915856060605,2.7578459324999995,
1244,142.0,138.0,1.0,0.3,0.5,SH,F,D,"SHxr
DFdc",2.4,5.5,229.16666666666669,,164.0,FST_20250313,,,
1245,138.0,106.0,0.5,0.1,0.3,RG,1F,D,RGsr,31.2,88.0,282.05128205128204,,164.0,FST_20250313,,,
1246,106.0,95.0,0.5,0.1,0.3,RG,P,D,RGsr,11.2,37.0,330.3571428571429,,164.0,FST_20250313,,,
1247,95.0,84.0,1.0,0.5,0.8,RG,1F,D,"RGlr
FC not long ago
",9.2,31.5,342.3913043478261,,164.0,FST_20250313,,,
1248,84.0,66.0,1.0,0.5,0.8,FCxr,1F,D,,18.0,57.5,319.44444444444446,,164.0,FST_20250313,,,
1249,66.0,47.0,2.0,0.5,1.0,FCxr,1F,D,,18.6,59.0,317.2043010752688,,164.0,FST_20250313,,,
1250,47.0,29.0,3.0,1.0,2.0,FCxr,F,D,,18.0,56.5,313.8888888888889,,164.0,FST_20250313,,,
1251,29.0,0.0,4.0,1.0,2.0,DHxr,1F,D,,29.2,80.5,275.6849315068493,,164.0,FST_20250313,,,
1255,82.0,80.0,0.5,0.3,0.3,FCsf,F,D,,,,,20250120.0,82.0,FCO_20250120,3.5220141843971633,,
1256,80.0,69.0,0.5,0.5,0.5,RGxf,F,D,,,,,,82.0,FCO_20250120,58.175792191876745,,
1257,69.0,66.0,2.0,1.0,1.0,MFcr,4F,D,Heavily faceted,,,,,82.0,FCO_20250120,,,
1258,66.0,41.0,1.0,1.0,1.0,RGxf,4F,D,not as faceted as 80-69 layer,,,,,82.0,FCO_20250120,,,
1259,41.0,38.0,5.0,1.0,2.0,MFcr,P,D,"still intact and uniform across pit, likely from rain event",,,,,82.0,FCO_20250120,,,
1260,38.0,23.0,1.0,0.5,1.0,RGxf,1F,D,similar to 66-41 layer,,,,,82.0,FCO_20250120,,,
1261,23.0,12.0,3.0,1.0,2.0,FC,4F,D,,,,,,82.0,FCO_20250120,,,
1262,12.0,0.0,6.0,2.0,4.0,DH,4F,D,striated prisms,,,,,82.0,FCO_20250120,,,
1267,220.0,219.0,10.0,4.0,6.0,SH,F,D,"feathers, striations",1.0,1.9,189.1,20250107.0,220.0,BDG_20250107,9.809999999999995,0.18955227042253522,0.14270309621708288
1268,219.0,206.0,2.0,0.5,1.5,DF,F,D,,10.8,14.5,134.25925925925924,,220.0,BDG_20250107,142.99878704720086,2.928957499012075,0.8622580135566582
1269,206.0,198.0,1.5,0.5,0.7,DF,F,D,very rounded,7.2,13.0,180.55555555555551,,220.0,BDG_20250107,413.52513400814877,11.58504457040998,1.7360850574870632
1270,198.0,197.0,0.6,0.3,0.4,MFcr,4F,D,"some faceted edges, 4F+ at bottom",1.0,2.6,296.86403515,,220.0,BDG_20250107,,11.337119983098592,
1271,197.0,156.0,0.6,0.1,0.4,RG,F,D,,38.4,90.0,234.375,,220.0,BDG_20250107,,,
1272,156.0,155.0,2.0,1.0,1.5,DF,F,D,Old graupel,1.0,2.8,284.1,,220.0,BDG_20250107,,,
1273,155.0,132.0,0.3,0.1,0.2,RG,1F,D,,23.0,67.3,292.8,,220.0,BDG_20250107,,,
1274,132.0,131.0,0.4,0.2,0.3,MFcr,1F,D,,1.0,3.0,216.1145178,,220.0,BDG_20250107,,,
1275,131.0,89.0,0.5,0.2,0.3,RG,1F,D,well bonded,42.0,135.1,321.6,,220.0,BDG_20250107,,,
1276,89.0,88.0,4.0,1.0,2.0,SHxr,F,D,very rounded,1.0,3.4,344.0,,220.0,BDG_20250107,,,
1277,88.0,69.0,1.0,0.5,0.7,RG,1F,D,some faceted edges,19.0,64.0,336.8,,220.0,BDG_20250107,,,
1278,69.0,64.0,1.0,0.4,0.7,MFcr,P,D,,,,305.2072172,,220.0,BDG_20250107,,,
1279,64.0,46.0,1.0,0.4,0.8,RG,P,D,,,,,,220.0,BDG_20250107,,,
1280,46.0,30.0,1.0,0.2,0.5,RG,P,D,previous facets,,,,,220.0,BDG_20250107,,,
1281,30.0,0.0,1.0,0.5,0.7,RG,1F,D,some MF,,,,,220.0,BDG_20250107,,,
1282,69.0,68.5,3.0,0.5,2.0,PPgp,F,D,,,,,20250102.0,69.0,JPLMet_20250102,0.981,0.06960456,
1283,68.5,58.0,2.0,0.5,1.0,DF,F,D,DFbk,12.8,10.5,82.03125,,69.0,JPLMet_20250102,12.540314315352699,0.4193417506172839,
1284,58.0,38.0,1.0,0.3,0.5,RG,4F,D,RGlr Few DFdc,19.0,30.5,160.52631578947367,,69.0,JPLMet_20250102,,,
1285,38.0,5.0,4.0,1.0,2.0,DHxr,F,D,Few striations/cups,32.2,67.5,209.62732919254657,,69.0,JPLMet_20250102,,,
1286,5.0,0.0,2.0,0.5,1.0,MFpc,K,D,"Large rounds, big clumps, water bonds",5.0,11.0,220.0,,69.0,JPLMet_20250102,,,
1294,187.0,184.0,1.5,0.4,0.8,FCxr,F,D,,2.8,5.0,178.57142857142858,20250122.0,187.0,FRE_20250122,26.934421430687205,1.4623646559241703,0.6514272514075825
1295,184.0,181.0,1.0,0.2,0.5,MFcr,4F,D,,3.0,7.5,197.87656029,,187.0,FRE_20250122,113.06780509478673,2.7994034843601896,1.0235556189785677
1296,181.0,169.0,1.0,0.3,0.7,FCxr,4F,D,,12.6,35.0,277.77777777777777,,187.0,FRE_20250122,391.2714417360286,11.849257918668252,2.814083646230007
1297,169.0,166.0,0.8,0.3,0.5,MFcr,1F,D,"faceted melt forms, facets on bottom",2.0,12.5,317.97922867,,187.0,FRE_20250122,292.9165384615385,14.359612784834123,
1298,166.0,155.0,1.5,0.5,1.0,FCso,F,D,,13.2,32.5,246.2121212121212,,187.0,FRE_20250122,,,
1299,155.0,131.0,0.7,0.2,0.5,RGxf,1F,D,,22.6,64.0,283.1858407079646,,187.0,FRE_20250122,,,
1300,131.0,100.0,0.3,0.1,0.2,RGsr,1F,D,pencil at bottom,31.0,106.1,342.3,,187.0,FRE_20250122,,,
1301,100.0,85.0,0.4,0.2,0.3,RGsr,P,D,well bonded,15.0,54.4,362.8,,187.0,FRE_20250122,,,
1302,85.0,75.0,0.8,0.3,0.5,RG,P,D,,10.0,37.4,374.3,,187.0,FRE_20250122,,,
1303,75.0,57.0,0.6,0.2,0.4,RG,P,D,some faceted edges,18.0,67.7,376.1,,187.0,FRE_20250122,,,
1304,57.0,43.0,1.0,0.4,0.7,RG,1F,D,,14.0,49.9,356.2,,187.0,FRE_20250122,,,
1305,43.0,20.0,1.0,0.3,0.5,RG,1F,D,some faceted edges,,,366.2,,187.0,FRE_20250122,,,
1306,20.0,0.0,1.0,0.3,0.5,RG,P,D,some melt forms,,,,,187.0,FRE_20250122,,,
1307,67.0,64.0,2.0,0.5,1.0,MFcl,1F,M,,4.8,10.5,218.75,20250204.0,67.0,FEFHQ_20250204,10.772402843601895,0.26719078672985785,
1308,64.0,56.0,1.5,0.5,1.0,MFcl,F,M,,6.2,12.0,193.54838709677415,,67.0,FEFHQ_20250204,19.657210344827586,0.5047751414141415,
1309,56.0,34.0,1.0,0.3,0.5,RG,F,M,RGlr,22.2,52.5,236.48648648648648,,67.0,FEFHQ_20250204,,,
1310,34.0,5.0,2.0,0.5,1.0,DHxr,F,M,,26.8,60.5,225.7462686567164,,67.0,FEFHQ_20250204,,,
1311,5.0,0.0,6.0,1.0,2.0,DHxr,1F,M,,4.6,11.5,250.00000000000003,,67.0,FEFHQ_20250204,,,
1319,163.0,147.0,1.0,0.3,0.5,MFcl,F,M,none,17.6,48.0,272.7272727272727,20250416.0,163.0,FST_20250416,239.12713648528103,6.487816904549509,
1320,147.0,112.0,1.0,0.3,0.5,MFcl,1F,M,,34.4,111.0,322.6744186046512,,163.0,FST_20250416,,,
1321,112.0,79.0,2.0,0.5,1.0,MFcl,P,M,,32.4,124.0,382.7160493827161,,163.0,FST_20250416,,,
1322,79.0,49.0,2.0,0.5,1.0,MFcl,1F,M,,30.8,100.5,326.2987012987013,,163.0,FST_20250416,,,
1323,49.0,14.0,2.5,0.5,1.5,FCxr,F,D,,37.8,115.0,304.23280423280426,,163.0,FST_20250416,,,
1324,14.0,0.0,4.0,1.0,2.0,DHxr,1F,D,,8.2,23.5,286.5853658536586,,163.0,FST_20250416,,,
1331,38.0,35.0,0.5,0.1,0.3,FCsf,F,D,,3.0,4.0,133.0,20241122.0,38.0,AM_20241122,9.23747325660122,0.2694218838862559,
1332,35.0,34.5,0.5,0.1,0.3,MFcr,4F,D,MFcr (not available as grain type),0.5,2.0,400.0,,38.0,AM_20241122,13.288657142857144,1.5036747142857148,
1333,34.5,20.0,1.0,0.3,0.5,FC,4F,D,"Fcso (not available as grain type), some rounded edges",14.5,38.0,259.0,,38.0,AM_20241122,,,
1334,20.0,9.0,1.0,0.3,0.5,FC,1F,D,FCso (not available as grain type),19.0,44.0,232.0,,38.0,AM_20241122,,,
1335,9.0,0.0,2.0,1.0,1.5,DHcp,4F,D,"Cups, Striations",9.0,10.0,111.0,,38.0,AM_20241122,,,
1343,89.0,87.0,1.0,0.3,0.8,PPsd,F,D,PPgp riming,2.8,2.5,89.28571428571429,20250318.0,89.0,JPLMet_20250318,71.08771276595745,4.519569326241134,
1344,87.0,85.0,1.0,0.3,0.8,MFcr,P,D,,1.8,5.0,277.77777777777777,,89.0,JPLMet_20250318,60.75397163120568,2.5568141205673762,
1345,85.0,82.0,0.8,0.1,0.5,DF,4F,D,DFdc RGlr,2.2,4.5,204.54545454545453,,89.0,JPLMet_20250318,91.48429120589782,0.5585527772511848,
1346,82.0,74.0,1.5,0.5,1.0,MFcr,K,D,MFcr MFpc,8.8,26.5,301.1363636363636,,89.0,JPLMet_20250318,25.440600000000014,2.011174604651163,
1347,74.0,63.0,0.8,0.3,0.5,RGxf,4F,D,,11.0,28.5,259.09090909090907,,89.0,JPLMet_20250318,,,
1348,63.0,51.0,0.8,0.3,0.5,RG,1F,D,RGlr,10.4,33.0,317.3076923076923,,89.0,JPLMet_20250318,,,
1349,51.0,47.0,2.0,0.5,1.0,MFcr,K,D,MFcr MFpc,4.4,15.5,352.27272727272725,,89.0,JPLMet_20250318,,,
1350,47.0,23.0,2.0,0.5,1.0,FCxr,F,D,,23.2,59.5,256.4655172413793,,89.0,JPLMet_20250318,,,
1351,23.0,13.0,4.0,1.0,2.0,DHxr,F,D,DHch,10.8,25.5,236.1111111111111,,89.0,JPLMet_20250318,,,
1352,13.0,0.0,8.0,1.0,2.0,DHxr,1F,D,DHch,11.8,28.0,237.28813559322032,,89.0,JPLMet_20250318,,,
1355,75.0,74.5,0.5,0.1,0.3,FCsf,F,D,,,,,20250122.0,75.0,CLPX_FSSP01_20250122,,0.07063499999999999,
1356,74.5,52.0,1.0,0.3,0.5,DF,F,D,"Faceting
DFdc",,,,,75.0,CLPX_FSSP01_20250122,,1.3400280552486188,
1357,52.0,32.0,1.0,0.3,0.5,RGxf,4F,D,,,,,,75.0,CLPX_FSSP01_20250122,,,
1358,32.0,10.0,2.0,0.5,1.0,FCxr,F,D,,,,,,75.0,CLPX_FSSP01_20250122,,,
1359,10.0,0.0,4.0,1.0,1.5,DHxr,1F,D,,,,,,75.0,CLPX_FSSP01_20250122,,,
1367,68.0,60.0,1.0,0.3,0.5,FCsf,F,D,DFdc,7.2,9.5,131.94444444444443,20250211.0,68.0,JPLMet_20250211,77.02917396694215,0.3583255338345865,
1368,60.0,56.0,2.0,0.5,1.0,MFcr,K,D,large clusters bonded grains,4.6,13.5,293.47826086956525,,68.0,JPLMet_20250211,,,
1369,56.0,36.0,2.0,0.5,1.0,FCxr,4F,D,,14.6,35.0,239.72602739726028,,68.0,JPLMet_20250211,,,
1370,36.0,15.0,3.0,0.5,1.0,DHxr,F,D,,23.2,55.2,237.93103448275863,,68.0,JPLMet_20250211,,,
1371,15.0,0.0,6.0,1.0,2.0,DHxr,F,M,DHla,18.8,44.5,236.70212765957447,,68.0,JPLMet_20250211,,,
1379,99.0,98.5,0.5,0.1,0.3,FCsf,F,D,,,,,20250121.0,99.0,AM_20250121,2.048888571428572,0.2034842,
1380,98.5,83.0,1.0,0.3,0.5,FC,F,D,"FCso, Few DFbk",15.600000000000009,24.5,157.05128205128196,,99.0,AM_20250121,31.582020152861254,0.8185449720000001,
1381,83.0,71.0,1.0,0.3,0.5,RGxf,4F,D,,11.799999999999995,26.5,224.57627118644072,,99.0,AM_20250121,,,
1382,71.0,57.0,1.0,0.3,0.5,RGxf,1F,D,less facets from layer above,14.199999999999996,39.5,278.1690140845071,,99.0,AM_20250121,,,
1383,57.0,49.0,1.5,0.5,1.0,FCxr,4F,D,Some DHla,7.0,18.5,264.2857142857143,,99.0,AM_20250121,,,
1384,49.0,16.0,3.0,1.0,1.5,DHxr,F,D,,34.0,87.0,255.8823529411765,,99.0,AM_20250121,,,
1385,16.0,0.0,5.0,1.0,2.0,DHxr,4F,D,,13.6,35.0,257.3529411764706,,99.0,AM_20250121,,,
1391,70.0,67.0,2.0,0.5,1.0,MFcr,K,M,,2.6,7.5,288.46153846153845,20250205.0,70.0,JPLMet_20250205,56.30730163501378,0.2732454028436019,
1392,67.0,57.0,1.0,0.1,0.5,RG,4F,M,RGlr,8.4,18.0,214.28571428571428,,70.0,JPLMet_20250205,23.53075214995969,0.4651801929824561,
1393,57.0,48.0,1.0,0.1,0.5,FCxr,F,M,,9.0,19.5,216.66666666666663,,70.0,JPLMet_20250205,,,
1394,48.0,32.0,2.0,0.5,1.0,FCxr,F,M,2-4 mm chains,15.0,37.5,250.0,,70.0,JPLMet_20250205,,,
1395,32.0,15.0,4.0,1.0,2.0,DHxr,F,M,DHch,19.2,46.0,239.58333333333331,,70.0,JPLMet_20250205,,,
1396,15.0,0.0,6.0,2.0,4.0,DHxr,1F,M,DHch,15.0,33.0,220.0,,70.0,JPLMet_20250205,,,
1403,59.0,53.0,0.8,0.3,0.5,FCsf,F,D,Rounding,6.2,9.0,145.16129032258064,20250211.0,59.0,SLMet_20250211,43.162806030505884,,
1404,53.0,48.0,1.0,0.3,0.5,RGxf,K,D,"Crust
MFpc clusters",3.2,8.0,250.0,,59.0,SLMet_20250211,,,
1405,48.0,30.0,2.0,0.5,1.0,FCxr,1F,D,,18.8,46.5,247.3404255319149,,59.0,SLMet_20250211,,,
1406,30.0,17.0,3.0,0.5,1.5,DHxr,4F,D,,13.4,33.5,250.0,,59.0,SLMet_20250211,,,
